osm_id,ncc_owned,osm_way_id,house_area,house_peri,house_vert,private,house_lati,NATIONALCA,land_area,land_perim,land_verti,land_longi,land_latit,COUNT,house_long,b2lpercent
"61739380","1","61739380","92","41","6",yes,6972593.252599999308586,,129.0000,50.0000,9.0000,-127927.5965,6972596.2604,"2",-127928.6600,"71"
"61739381","1","61739381","74","38","6",yes,6972565.132199999876320,,226.0000,67.0000,13.0000,-127937.6540,6972575.4640,"1",-127940.8900,"33"
"61739383","0","61739383","58","32","8",no,6972686.506799999624491,29366953.0000,128.0000,53.0000,15.0000,-127839.5240,6972687.4583,"2",-127839.2800,"45"
"61739384","1","61739384","61","34","4",yes,6972533.081000000238419,,163.0000,52.0000,17.0000,-127854.1017,6972532.0296,"3",-127846.5600,"37"
"61739386","0","61739386","50","32","4",no,6972777.114099999889731,29358127.0000,150.0000,49.0000,23.0000,-127963.6783,6972787.0780,"4",-127952.8800,"33"
"61739390","0","61739390","34","26","8",no,6972793.673100000247359,29349096.0000,120.0000,61.0000,26.0000,-128006.7023,6972801.7744,"2",-128005.1800,"28"
"61739393","1","61739393","65","34","6",yes,6972731.434700000099838,,113.0000,47.0000,16.0000,-127301.7171,6972731.2803,"3",-127298.8300,"58"
"61739394","1","61739394","63","35","7",yes,6972731.072999999858439,,150.0000,49.0000,26.0000,-127475.4242,6972734.8258,"3",-127479.3700,"42"
"61739396","1","61739396","44","30","8",yes,6972736.031900000758469,,113.0000,47.0000,16.0000,-127396.3884,6972734.0903,"4",-127399.6500,"39"
"61739397","1","61739397","52","29","4",yes,6972743.659500000067055,,113.0000,49.0000,10.0000,-127731.7688,6972739.0532,"2",-127733.9400,"46"
"61739399","1","61739399","72","36","6",yes,6972737.928999999538064,,204.0000,95.0000,29.0000,-127607.5387,6972740.3560,"6",-127614.8300,"35"
"61739400","1","61739400","63","34","7",yes,6972688.723199999891222,,113.0000,47.0000,14.0000,-127662.7660,6972689.1853,"4",-127662.5800,"56"
"61739402","1","61739402","49","29","4",yes,6972594.947599999606609,,,,,,,"0",-127621.5400,
"61739403","1","61739403","158","62","13",yes,6972688.687299999408424,,492.0000,100.0000,34.0000,-127615.4781,6972690.5882,"1",-127619.3800,"32"
"61739405","0","61739405","54","30","6",no,6972649.876999999396503,29374561.0000,121.0000,52.0000,13.0000,-127722.5170,6972647.1556,"2",-127724.9600,"45"
"61739406","1","61739406","54","31","5",yes,6972686.177500000223517,,130.0000,47.0000,9.0000,-127757.7349,6972683.7483,"3",-127754.1500,"42"
"61739408","1","61739408","65","35","4",yes,6972714.714599999599159,,1104.0000,421.0000,156.0000,-127715.4136,6972685.6268,"1",-127705.0700,"6"
"61739409","1","61739409","56","34","4",yes,6972641.066100000403821,,1104.0000,421.0000,156.0000,-127715.4136,6972685.6268,"2",-127696.8700,"5"
"61739412","1","61739412","47","30","4",yes,6972614.843200000002980,,,,,,,"0",-127626.9800,
"61739413","1","61739413","52","30","8",yes,6972600.192699999548495,,161.0000,63.0000,11.0000,-127591.2624,6972600.0026,"2",-127593.7200,"32"
"61739414","1","61739414","50","29","7",yes,6972725.666100000031292,29372059.0000,92.0000,38.0000,8.0000,-127754.0726,6972725.4896,"3",-127760.7700,"54"
"61739417","1","61739417","66","35","4",yes,6972749.556599999777973,,1243.0000,334.0000,111.0000,-127639.7554,6972697.5634,"1",-127669.2000,"5"
"61739419","1","61739419","81","43","14",yes,6972684.519399998709559,52899963.0000,144.0000,51.0000,17.0000,-127415.7593,6972678.7277,"3",-127412.4600,"56"
"61739420","1","61739420","50","30","4",yes,6972668.402599999681115,,262.0000,92.0000,38.0000,-127447.2658,6972665.2248,"1",-127429.1900,"19"
"61739422","1","61739422","45","31","7",yes,6972639.986200000159442,62549008.0000,109.0000,55.0000,16.0000,-127369.2341,6972636.4259,"2",-127369.8400,"41"
"61739424","1","61739424","48","29","5",yes,6972618.620400000363588,52899578.0000,99.0000,50.0000,11.0000,-127260.6339,6972614.9209,"2",-127261.8300,"48"
"61739426","1","61739426","123","49","8",yes,6972543.988499999977648,,147.0000,62.0000,23.0000,-127251.7590,6972544.0000,"1",-127248.9500,"84"
"61739427","0","61739427","141","59","13",no,6972506.074000000022352,,,,,,,"0",-127413.4200,
"61739428","1","61739428","55","31","6",yes,6972688.046199999749660,,85.0000,43.0000,11.0000,-127296.9191,6972686.0285,"3",-127292.2800,"65"
"61739429","1","61739429","58","32","6",yes,6972493.674999999813735,,61.0000,34.0000,6.0000,-127241.5463,6972494.4424,"2",-127241.9900,"95"
"61739430","0","61739430","149","59","13",no,6972520.135099999606609,,,,,,,"0",-127439.4800,
"61739436","1","61739436","68","36","6",yes,6972392.558999999426305,,179.0000,55.0000,15.0000,-126971.4850,6972391.1370,"3",-126975.9100,"38"
"61739441","0","61739441","82","39","6",no,6971290.752700000070035,29442282.0000,358.0000,106.0000,9.0000,-126868.1543,6971291.5538,"2",-126882.5600,"23"
"61739442","0","61739442","142","59","8",no,6971247.077700000256300,29441856.0000,410.0000,108.0000,9.0000,-126876.1328,6971246.8724,"2",-126895.5700,"35"
"61739443","0","61739443","113","56","7",no,6971217.292600000277162,29441549.0000,388.0000,108.0000,15.0000,-126881.3230,6971218.1848,"2",-126899.9700,"29"
"61739444","0","61739444","132","49","11",no,6971342.882599999196827,29442416.0000,404.0000,100.0000,11.0000,-126864.5279,6971342.7116,"2",-126875.0500,"33"
"61739445","0","61739445","82","36","4",no,6971305.763100000098348,29442479.0000,487.0000,112.0000,8.0000,-126865.0276,6971306.8328,"2",-126877.8900,"17"
"61739455","0","61739455","111","53","15",no,6971361.416400000452995,29441658.0000,509.0000,107.0000,31.0000,-126871.5547,6971371.3489,"2",-126870.8500,"22"
"61739456","0","61739456","229","67","12",no,6971422.183400000445545,29444354.0000,1283.0000,151.0000,45.0000,-126833.5528,6971412.0145,"1",-126852.8900,"18"
"61739457","0","61739457","96","45","12",no,6971323.178100000135601,29442553.0000,475.0000,109.0000,20.0000,-126861.8332,6971324.3526,"2",-126873.3100,"20"
"61739464","0","61739464","145","52","8",no,6971733.258200000040233,29441672.0000,357.0000,76.0000,12.0000,-126856.6574,6971743.1208,"2",-126860.6500,"41"
"61739466","0","61739466","41","26","5",no,6971712.990199999883771,29422007.0000,91.0000,38.0000,25.0000,-127085.4788,6971709.8006,"1",-127086.2600,"45"
"61739469","0","61739469","52","34","6",no,6971687.056900000199676,29429307.0000,143.0000,58.0000,9.0000,-127016.2515,6971685.3873,"2",-127013.1200,"36"
"61739477","0","61739477","34","23","4",no,6971867.659900000318885,29435448.0000,132.0000,51.0000,13.0000,-126914.9240,6971862.1579,"1",-126917.9700,"26"
"61739486","0","61739486","135","59","6",no,6971594.452999999746680,29447545.0000,573.0000,115.0000,10.0000,-126781.2397,6971591.5059,"2",-126798.1200,"24"
"61739487","0","61739487","123","48","8",no,6971534.367200000211596,29446265.0000,717.0000,122.0000,10.0000,-126803.0635,6971529.6325,"1",-126816.9800,"17"
"61739488","0","61739488","139","54","10",no,6971481.792000000365078,29445256.0000,640.0000,119.0000,13.0000,-126820.8311,6971479.6002,"2",-126837.5700,"22"
"61739492","0","61739492","170","67","13",no,6971679.991999999620020,29460023.0000,641.0000,116.0000,17.0000,-126749.9123,6971681.2110,"2",-126767.0200,"27"
"61739493","0","61739493","44","32","8",no,6971678.935300000011921,29441091.0000,117.0000,50.0000,9.0000,-126857.7969,6971681.0876,"2",-126861.2600,"38"
"61739494","0","61739494","142","59","6",no,6971574.882099999114871,29447143.0000,550.0000,114.0000,11.0000,-126787.8319,6971571.7261,"2",-126805.2200,"26"
"61739495","0","61739495","161","57","6",no,6971554.826899999752641,29446680.0000,572.0000,116.0000,13.0000,-126795.5712,6971552.3095,"2",-126814.2400,"28"
"61739499","0","61739499","102","45","6",no,6971642.320100000128150,29442257.0000,259.0000,67.0000,12.0000,-126844.4876,6971650.7113,"2",-126841.8300,"39"
"61739500","0","61739500","106","48","8",no,6971659.723899999633431,29459610.0000,558.0000,113.0000,15.0000,-126757.3918,6971659.6464,"2",-126771.5700,"19"
"61739501","0","61739501","160","62","6",no,6971639.084599999710917,29459240.0000,588.0000,115.0000,11.0000,-126764.5811,6971639.2943,"2",-126782.4200,"27"
"61739504","0","61739504","71","38","8",no,6971656.667700000107288,29442845.0000,221.0000,62.0000,18.0000,-126829.1677,6971664.0950,"2",-126831.4500,"32"
"61739505","0","61739505","127","51","8",no,6971509.460300000384450,29445787.0000,761.0000,124.0000,20.0000,-126812.4806,6971504.0209,"1",-126825.9500,"17"
"61739506","0","61739506","115","49","8",no,6971613.044999999925494,29458500.0000,780.0000,124.0000,11.0000,-126772.8264,6971615.1841,"2",-126788.0700,"15"
"61739507","0","61739507","88","43","10",no,6971747.746500000357628,29442518.0000,200.0000,59.0000,11.0000,-126836.6853,6971755.5854,"1",-126832.0500,"44"
"61739508","0","61739508","118","46","8",no,6971757.518600000068545,56927090.0000,234.0000,63.0000,8.0000,-126821.0648,6971765.3853,"2",-126818.9300,"50"
"61739514","1","61739514","64","36","8",yes,6972208.536399998702109,,127.0000,45.0000,13.0000,-127015.4112,6972205.3229,"2",-127015.9800,"50"
"61739515","1","61739515","57","33","6",yes,6972221.124499999918044,,172.0000,60.0000,20.0000,-126954.3210,6972218.1974,"3",-126959.3500,"33"
"61739519","1","61739519","61","33","7",yes,6972205.696700000204146,,170.0000,58.0000,19.0000,-127047.3188,6972204.2367,"2",-127046.4800,"36"
"61739521","1","61739521","68","35","6",yes,6972122.832500000484288,,165.0000,57.0000,18.0000,-126946.4971,6972122.8546,"4",-126950.3600,"41"
"61739522","0","61739522","78","36","4",no,6972057.289800000376999,29416618.0000,1261.0000,151.0000,36.0000,-127157.2719,6972082.8717,"1",-127142.0300,"6"
"61739524","1","61739524","46","31","6",yes,6972068.861299999989569,29424260.0000,75.0000,46.0000,14.0000,-127055.0723,6972065.6521,"3",-127054.9700,"61"
"61739525","1","61739525","71","34","5",yes,6972172.862499999813735,,157.0000,49.0000,11.0000,-127163.9087,6972171.4082,"4",-127164.5500,"45"
"61739526","1","61739526","61","31","5",yes,6972156.778199999593198,,162.0000,54.0000,31.0000,-127008.8678,6972157.9048,"3",-127008.0800,"38"
"61739528","1","61739528","58","34","6",yes,6972350.138399999588728,,208.0000,65.0000,32.0000,-127078.9264,6972347.5424,"3",-127071.5800,"28"
"61739530","1","61739530","43","27","6",yes,6972455.971200000494719,52943681.0000,93.0000,48.0000,13.0000,-127172.5241,6972454.9947,"4",-127169.5200,"46"
"61739531","1","61739531","55","30","6",yes,6972358.307400000281632,,94.0000,44.0000,13.0000,-127006.2851,6972353.7897,"4",-127005.9300,"59"
"61739537","0","61739537","44","27","4",no,6972450.931599999777973,60420879.0000,114.0000,55.0000,13.0000,-127046.9492,6972450.6506,"2",-127047.0900,"39"
"61739547","1","61739547","85","54","9",yes,6972638.966599999926984,,117.0000,67.0000,12.0000,-127101.4912,6972637.9129,"2",-127099.5200,"73"
"61739548","0","61739548","64","38","7",no,6972573.080799999646842,52939765.0000,142.0000,49.0000,12.0000,-127121.8705,6972575.4940,"2",-127124.5500,"45"
"61739549","1","61739549","59","32","5",yes,6972555.634899999946356,,111.0000,45.0000,9.0000,-126981.5383,6972553.2403,"4",-126982.9800,"53"
"61739552","1","61739552","56","34","7",yes,6972523.531200000084937,,109.0000,52.0000,11.0000,-127126.7237,6972520.2968,"3",-127129.3400,"51"
"61739554","1","61739554","63","34","6",yes,6972522.954300001263618,,91.0000,44.0000,10.0000,-127026.4698,6972520.6076,"3",-127025.8000,"69"
"61739561","0","61739561","90","38","4",no,6972581.877799999900162,52893559.0000,286.0000,67.0000,14.0000,-126820.9506,6972584.3376,"1",-126818.9200,"31"
"61848275","1","61848275","51","36","6",yes,6972580.987099999561906,52939438.0000,99.0000,60.0000,12.0000,-127373.9068,6972581.4149,"2",-127374.9500,"52"
"61848276","1","61848276","45","34","7",yes,6972577.778699999675155,56356229.0000,109.0000,61.0000,14.0000,-127393.1649,6972578.4423,"2",-127394.1200,"41"
"61848277","0","61848277","52","37","6",no,6972587.130099999718368,52939268.0000,100.0000,60.0000,9.0000,-127334.8112,6972586.3670,"2",-127335.9500,"52"
"61848278","1","61848278","45","34","6",yes,6972579.865699999965727,,96.0000,60.0000,12.0000,-127380.2324,6972580.3215,"2",-127381.6600,"47"
"61848279","1","61848279","45","29","7",yes,6972584.183699999935925,,140.0000,64.0000,15.0000,-127400.9267,6972577.5175,"2",-127401.8900,"32"
"61848280","1","61848280","44","27","5",yes,6971514.313699998892844,,153.0000,60.0000,11.0000,-128098.9034,6971516.9700,"2",-128096.3700,"29"
"61848281","1","61848281","52","37","6",yes,6972586.172199999913573,52939384.0000,99.0000,60.0000,10.0000,-127341.1263,6972585.6387,"2",-127342.8500,"53"
"61848283","1","61848283","49","30","6",yes,6972583.109299999661744,,158.0000,62.0000,12.0000,-127411.6899,6972579.9116,"2",-127410.7200,"31"
"61848284","1","61848284","56","37","6",yes,6972587.861200000159442,,115.0000,61.0000,19.0000,-127328.1438,6972588.1737,"2",-127329.4900,"49"
"61848285","1","61848285","55","37","6",yes,6972585.219499999657273,,101.0000,60.0000,12.0000,-127347.5586,6972585.1851,"2",-127349.1000,"54"
"61848286","1","61848286","45","27","4",yes,6971516.147199999541044,,155.0000,60.0000,8.0000,-128077.1427,6971519.4187,"2",-128074.5900,"29"
"61848287","1","61848287","51","36","6",yes,6972583.970900000073016,52939437.0000,107.0000,60.0000,11.0000,-127354.1426,6972583.6892,"2",-127356.1200,"48"
"61848288","0","61848288","45","27","5",no,6971516.834400000050664,29345980.0000,134.0000,58.0000,12.0000,-128066.9484,6971520.0323,"1",-128065.0600,"34"
"61848289","1","61848289","49","36","6",yes,6972583.057099999859929,,103.0000,60.0000,10.0000,-127360.7850,6972582.9680,"2",-127362.1300,"48"
"61848290","1","61848290","50","35","6",yes,6972581.995200000703335,,107.0000,61.0000,10.0000,-127367.3276,6972581.8042,"2",-127368.8400,"47"
"61848291","1","61848291","49","35","6",yes,6972579.153699999675155,,105.0000,61.0000,9.0000,-127386.4589,6972578.9500,"2",-127387.5400,"47"
"61848292","0","61848292","44","27","4",no,6971514.969899999909103,29344692.0000,152.0000,60.0000,9.0000,-128088.0356,6971518.5204,"1",-128087.3100,"29"
"96388721","1","96388721","121","46","9",yes,6970688.471800000406802,,,,,,,"0",-127060.8400,
"96388767","1","96388767","93","45","9",yes,6970904.544300000183284,,,,,,,"0",-126927.2100,
"103415757","0","103415757","54","30","4",no,6971855.100899999961257,60984283.0000,76.0000,40.0000,12.0000,-128460.8740,6971861.4095,"2",-128460.4200,"71"
"103415758","0","103415758","29","22","4",no,6971932.469800000078976,29323106.0000,169.0000,64.0000,23.0000,-128383.7584,6971939.5249,"3",-128392.7300,"17"
"103415762","0","103415762","21","19","4",no,6971839.044599999673665,,,,,,,"0",-128440.5500,
"103415763","0","103415763","19","19","5",no,6971855.114799999631941,59111346.0000,153.0000,58.0000,18.0000,-128484.0669,6971856.5379,"1",-128470.2900,"12"
"103415764","0","103415764","73","37","8",no,6971875.481900000013411,,,,,,,"0",-128394.8700,
"105584815","0","105584815","52","33","9",no,6972204.654299999587238,29328154.0000,112.0000,51.0000,15.0000,-128304.1492,6972206.1800,"1",-128307.3200,"46"
"106573160","0","106573160","44","34","6",no,6971329.549599999561906,59755321.0000,90.0000,49.0000,9.0000,-127280.2372,6971333.2513,"2",-127288.4500,"49"
"106573161","0","106573161","51","30","5",no,6971472.936099999584258,29402674.0000,814.0000,121.0000,24.0000,-127359.1588,6971467.8458,"1",-127370.4000,"6"
"106573162","0","106573162","42","33","6",no,6971484.115200000815094,43091793.0000,78.0000,45.0000,9.0000,-127264.7106,6971494.1012,"2",-127266.0400,"54"
"106573163","0","106573163","40","25","4",no,6971516.929100000299513,29439897.0000,126.0000,49.0000,10.0000,-126882.8157,6971520.4307,"1",-126879.3900,"32"
"106573164","0","106573164","30","23","4",no,6971489.816700000315905,29396426.0000,81.0000,47.0000,14.0000,-127427.2088,6971486.9490,"2",-127431.1500,"37"
"106573165","0","106573165","33","24","4",no,6971451.829800000414252,29397171.0000,89.0000,56.0000,20.0000,-127407.5098,6971459.4788,"2",-127408.8300,"37"
"106573167","0","106573167","48","35","6",no,6971362.709999999962747,29407049.0000,88.0000,48.0000,9.0000,-127282.5036,6971360.1011,"2",-127291.2200,"55"
"106573168","0","106573168","186","70","21",no,6971283.468600000254810,29407006.0000,301.0000,71.0000,12.0000,-127280.6822,6971284.3195,"1",-127281.4700,"62"
"106573169","0","106573169","46","34","6",no,6971403.748800000175834,29406783.0000,311.0000,71.0000,17.0000,-127286.7897,6971411.5566,"1",-127294.6300,"15"
"106573170","0","106573170","31","23","4",no,6971516.415500000119209,29396261.0000,78.0000,47.0000,16.0000,-127429.1367,6971513.7561,"2",-127433.1100,"40"
"106573171","0","106573171","59","40","7",no,6971568.602900000289083,29432619.0000,76.0000,46.0000,11.0000,-126962.0545,6971575.7677,"1",-126959.7800,"78"
"106573172","0","106573172","52","39","6",no,6971416.580299999564886,29406783.0000,311.0000,71.0000,17.0000,-127286.7897,6971411.5566,"1",-127294.5400,"17"
"106573173","0","106573173","48","37","6",no,6971572.634300000034273,29433173.0000,80.0000,48.0000,12.0000,-126956.1235,6971578.8225,"2",-126955.0700,"60"
"106573175","0","106573175","49","30","8",no,6971453.980299999937415,29402674.0000,814.0000,121.0000,24.0000,-127359.1588,6971467.8458,"2",-127367.0300,"6"
"106573176","0","106573176","54","31","7",no,6971572.540199999697506,29440969.0000,224.0000,71.0000,18.0000,-126870.3506,6971579.8548,"2",-126870.4900,"24"
"106573177","0","106573177","47","34","8",no,6971302.371399999596179,29407423.0000,79.0000,47.0000,11.0000,-127277.4424,6971305.7120,"2",-127286.3800,"59"
"106573178","0","106573178","45","33","6",no,6971483.823699999600649,29405955.0000,75.0000,45.0000,7.0000,-127285.2882,6971494.1177,"2",-127286.8100,"60"
"106573179","0","106573179","58","42","7",no,6971585.191700000315905,29434283.0000,81.0000,48.0000,10.0000,-126939.5635,6971589.4324,"2",-126939.5800,"72"
"106573180","0","106573180","45","34","6",no,6971308.514899999834597,59755515.0000,80.0000,48.0000,10.0000,-127278.1695,6971312.3006,"2",-127286.6400,"56"
"106573181","0","106573181","58","42","7",no,6971578.290199999697506,29433529.0000,78.0000,47.0000,12.0000,-126950.4799,6971582.3454,"2",-126950.2700,"74"
"106573183","0","106573183","44","34","6",no,6971383.107199999503791,29406911.0000,73.0000,47.0000,9.0000,-127284.2581,6971381.1062,"2",-127292.8100,"60"
"106573184","1","106573184","40","25","4",yes,6971534.535299999639392,56812497.0000,442.0000,141.0000,33.0000,-126895.0938,6971534.3814,"3",-126873.3500,"9"
"106573185","0","106573185","49","35","6",no,6971355.076999999582767,29407097.0000,78.0000,47.0000,7.0000,-127281.8690,6971353.1189,"2",-127290.5500,"63"
"106573186","0","106573186","46","29","7",no,6971464.178000000305474,29402674.0000,814.0000,121.0000,24.0000,-127359.1588,6971467.8458,"1",-127371.1400,"6"
"106573187","1","106573187","40","25","4",yes,6971554.190899999812245,29436922.0000,99.0000,47.0000,11.0000,-126897.2846,6971554.2951,"3",-126900.8700,"40"
"106573188","0","106573188","55","37","6",no,6971278.434299999848008,29408718.0000,100.0000,52.0000,10.0000,-127249.1004,6971286.7326,"2",-127249.9000,"55"
"106573189","0","106573189","32","24","4",no,6971509.571100000292063,29396313.0000,77.0000,48.0000,17.0000,-127429.0980,6971507.0855,"2",-127432.6200,"42"
"106573190","0","106573190","33","24","4",no,6971452.917799999937415,29399298.0000,122.0000,73.0000,19.0000,-127391.0806,6971456.4902,"2",-127395.2300,"27"
"106573191","0","106573191","47","35","6",no,6971376.182199999690056,29406944.0000,75.0000,47.0000,9.0000,-127283.7967,6971374.8488,"2",-127292.2400,"63"
"106573192","0","106573192","44","32","7",no,6971483.814600000157952,29404344.0000,82.0000,46.0000,11.0000,-127306.0575,6971493.3689,"1",-127308.0400,"54"
"106573193","0","106573193","50","30","6",no,6971492.550499999895692,29439611.0000,239.0000,70.0000,11.0000,-126885.7055,6971496.8370,"2",-126889.7800,"21"
"106573194","0","106573194","45","27","5",no,6971506.884600000455976,29436320.0000,116.0000,50.0000,11.0000,-126907.6071,6971511.9317,"2",-126911.7300,"39"
"106573195","0","106573195","53","42","8",no,6971335.441499999724329,59755321.0000,90.0000,49.0000,9.0000,-127280.2372,6971333.2513,"2",-127285.9800,"59"
"106573196","0","106573196","45","33","6",no,6971484.401999999769032,29406891.0000,77.0000,46.0000,9.0000,-127271.6427,6971494.7099,"2",-127272.3000,"58"
"106573197","0","106573197","27","22","4",no,6971483.593000000342727,29396426.0000,81.0000,47.0000,14.0000,-127427.2088,6971486.9490,"2",-127430.6900,"33"
"106573198","0","106573198","33","24","4",no,6971451.280799999833107,29396712.0000,97.0000,56.0000,19.0000,-127414.2100,6971459.1031,"2",-127415.6300,"34"
"106573199","0","106573199","74","42","7",no,6971277.293300000019372,29415715.0000,57.0000,33.0000,9.0000,-127225.8446,6971277.7228,"2",-127228.7300,"130"
"106573200","0","106573200","44","34","6",no,6971397.914400000125170,29406783.0000,311.0000,71.0000,17.0000,-127286.7897,6971411.5566,"2",-127294.0500,"14"
"106573201","0","106573201","45","35","6",no,6971321.495799999684095,29407337.0000,80.0000,48.0000,9.0000,-127278.8622,6971318.9391,"2",-127287.3300,"56"
"106573202","0","106573202","40","25","4",no,6971544.358099999837577,29435851.0000,117.0000,46.0000,13.0000,-126915.6349,6971546.1950,"2",-126916.6700,"34"
"106573203","0","106573203","53","29","5",no,6971367.135599999688566,29400189.0000,112.0000,45.0000,25.0000,-127373.0565,6971368.3280,"1",-127373.7000,"47"
"106573204","0","106573204","47","38","6",no,6971410.825100000016391,29406783.0000,311.0000,71.0000,17.0000,-127286.7897,6971411.5566,"1",-127293.8300,"15"
"106573206","0","106573206","52","31","7",no,6971455.050599999725819,29402674.0000,814.0000,121.0000,24.0000,-127359.1588,6971467.8458,"2",-127352.9200,"6"
"106573208","0","106573208","45","33","6",no,6971483.842100000008941,29405526.0000,80.0000,46.0000,10.0000,-127292.0718,6971493.7950,"2",-127294.5000,"56"
"106573210","0","106573210","48","35","6",no,6971342.076000000350177,29407188.0000,76.0000,47.0000,9.0000,-127280.7310,6971340.1983,"2",-127289.2200,"63"
"106573212","0","106573212","54","35","6",no,6971276.342000000178814,29407571.0000,103.0000,52.0000,11.0000,-127265.0970,6971285.5451,"2",-127265.4000,"52"
"106573215","0","106573215","48","37","6",no,6971593.170699999667704,29435268.0000,78.0000,47.0000,12.0000,-126923.0878,6971599.5863,"2",-126922.5500,"62"
"106573216","0","106573216","49","37","6",no,6971579.476499999873340,29433861.0000,76.0000,47.0000,12.0000,-126945.0078,6971585.7728,"2",-126944.2600,"64"
"106573217","1","106573217","40","26","4",yes,6971525.733000000007451,56812497.0000,442.0000,141.0000,33.0000,-126895.0938,6971534.3814,"3",-126876.3700,"9"
"106573219","0","106573219","33","24","5",no,6971450.736199999228120,29396185.0000,88.0000,55.0000,19.0000,-127420.8229,6971458.0534,"2",-127422.4600,"38"
"106573221","0","106573221","40","26","4",no,6971559.116299999877810,58834430.0000,118.0000,45.0000,16.0000,-126889.5973,6971562.8050,"2",-126892.9700,"34"
"106573222","0","106573222","53","42","6",no,6971598.275799999944866,29435569.0000,75.0000,47.0000,10.0000,-126917.7690,6971603.1986,"2",-126917.4300,"71"
"106573225","0","106573225","54","29","5",no,6971344.628699999302626,29399959.0000,95.0000,39.0000,9.0000,-127373.5093,6971351.6894,"2",-127372.3500,"57"
"106573226","0","106573226","30","23","4",no,6971502.856999999843538,29396357.0000,76.0000,47.0000,18.0000,-127428.1492,6971500.5429,"2",-127432.1200,"39"
"106573227","0","106573227","33","24","4",no,6971452.370500000193715,29397706.0000,91.0000,57.0000,18.0000,-127400.9953,6971459.9123,"2",-127402.0300,"36"
"106573228","0","106573228","47","35","6",no,6971370.110799999907613,29407000.0000,93.0000,49.0000,10.0000,-127283.1618,6971367.7490,"2",-127291.8200,"51"
"106573229","0","106573229","56","42","6",no,6971587.769899999722838,29434283.0000,81.0000,48.0000,10.0000,-126939.5635,6971589.4324,"2",-126934.5200,"69"
"106573230","0","106573230","47","29","7",no,6971491.785199999809265,29436648.0000,190.0000,66.0000,11.0000,-126900.7326,6971492.2805,"1",-126899.7200,"25"
"106573231","0","106573231","55","42","6",no,6971601.524100000038743,29435569.0000,75.0000,47.0000,10.0000,-126917.7690,6971603.1986,"2",-126912.8800,"73"
"106573233","0","106573233","36","25","4",no,6971523.683199999853969,29396209.0000,81.0000,49.0000,16.0000,-127430.5291,6971520.5362,"2",-127433.6500,"44"
"106573234","1","106573234","36","24","4",yes,6971516.387299999594688,,263.0000,114.0000,41.0000,-126916.7174,6971522.3309,"3",-126916.4600,"14"
"106573235","0","106573235","49","37","6",no,6971590.005699999630451,29434926.0000,79.0000,47.0000,12.0000,-126928.6941,6971596.1261,"2",-126927.3500,"62"
"106573237","0","106573237","48","35","6",no,6971315.537700000219047,29407337.0000,80.0000,48.0000,9.0000,-127278.8622,6971318.9391,"2",-127286.9800,"60"
"106573238","0","106573238","29","24","5",no,6971276.256000000052154,29409291.0000,101.0000,52.0000,11.0000,-127241.3709,6971287.3470,"2",-127237.0600,"29"
"106573239","0","106573239","50","30","6",no,6971567.199900000356138,29441606.0000,274.0000,90.0000,25.0000,-126856.3142,6971575.3774,"1",-126862.3200,"18"
"106573240","0","106573240","48","34","6",no,6971483.986999999731779,29406425.0000,79.0000,46.0000,7.0000,-127278.5124,6971494.2988,"2",-127280.1700,"61"
"106573241","0","106573241","55","35","6",no,6971484.173799999989569,29408053.0000,78.0000,46.0000,8.0000,-127257.5679,6971493.3690,"2",-127257.9700,"71"
"106573243","0","106573243","36","25","4",no,6971476.711699999868870,29396473.0000,78.0000,50.0000,23.0000,-127427.5114,6971480.2296,"3",-127430.1800,"46"
"106573244","0","106573244","49","35","6",no,6971389.223500000312924,60968626.0000,77.0000,47.0000,10.0000,-127284.8840,6971387.4779,"2",-127293.4600,"64"
"106573245","1","106573245","40","25","4",yes,6971543.332000000402331,29440500.0000,116.0000,45.0000,10.0000,-126870.5277,6971549.3408,"3",-126870.3300,"34"
"106573246","1","106573246","40","26","4",yes,6971549.274500000290573,56812497.0000,442.0000,141.0000,33.0000,-126895.0938,6971534.3814,"3",-126908.7700,"9"
"106573248","1","106573248","48","28","5",yes,6971524.422399998642504,29435775.0000,116.0000,48.0000,11.0000,-126922.2514,6971530.8301,"3",-126923.4800,"41"
"106573249","0","106573249","62","33","4",no,6971384.374400000087917,29396271.0000,195.0000,74.0000,25.0000,-127426.3424,6971380.7919,"1",-127426.2500,"32"
"106573250","0","106573250","50","39","7",no,6971485.635399999096990,29405018.0000,77.0000,46.0000,10.0000,-127299.0072,6971493.7282,"2",-127300.6000,"65"
"106573251","0","106573251","64","34","4",no,6971327.562199999578297,29398783.0000,339.0000,84.0000,39.0000,-127403.7731,6971344.2739,"5",-127405.9800,"19"
"106573253","0","106573253","46","35","6",no,6971348.042000000365078,29407140.0000,77.0000,47.0000,8.0000,-127281.3066,6971346.6119,"2",-127289.5300,"60"
"106573255","0","106573255","50","38","8",no,6971276.602500000968575,29408205.0000,105.0000,52.0000,14.0000,-127257.0209,6971286.1177,"2",-127258.1800,"48"
"108386353","0","108386353","34","23","4",no,6971689.700000000186265,29419043.0000,86.0000,39.0000,9.0000,-127123.0154,6971687.4007,"2",-127121.4800,"40"
"108386354","0","108386354","41","26","4",no,6971722.243099999614060,29421427.0000,111.0000,51.0000,17.0000,-127099.0893,6971719.5589,"2",-127090.8800,"37"
